crop,N,P,K,temperature,humidity,ph,rainfall,soil_moisture,light,yield
Maize,89.45651843434878,35.0084597179883,46.237772596046305,34.94511703352681,87.54014465507854,6.8706642152118,47.51083649318354,45.09331081736933,1950.0592100276908,Medium
Sugarcane,153.95514929978953,70.82279175431673,91.25029772702078,20.517814648610468,48.714642045444826,5.686615274577073,82.27029217172064,40.23982609301798,1102.5453391396647,Medium
Rice,95.7308913035243,41.804027106558614,41.0974612137234,18.226781173272038,56.38226691146162,7.84014426112013,47.16263651952617,34.7863042400801,749.2774994146238,Low
Cotton,105.70814432164745,49.11569005952696,49.964071423085684,23.230765383534862,42.88649405548502,6.850708860017852,25.474870733671885,42.87251423255542,1558.4229571764395,Medium
Tomato,111.39174317322335,53.98157327480173,63.307280560226054,15.984046995493237,41.201569159241096,7.823456809359373,13.443342736955,50.4018400381248,1408.8452227692246,Low
Sugarcane,140.9774341035648,69.2611366210786,88.0614446253357,30.23764727512458,71.26375748817767,7.875979100217129,98.6687611617024,36.306775661547185,1264.4846762056409,High
Rice,88.46917071072245,43.46919625660599,44.35436337345009,39.05146247353379,67.99274722321262,6.85847441585298,27.869431592852578,82.32667175737666,714.221456709301,Medium
Wheat,121.6228376743707,59.74779206136057,81.10791209416455,29.690674665377717,85.13254841282814,6.676801124570641,44.75518551060619,67.450111870256,1036.6321449405714,High
Tomato,105.715740674361,52.7478920781779,64.48731864325501,39.1639609845136,91.95890599198648,6.504634870410955,57.08539362787616,79.12370042221139,509.275733961345,Medium
Wheat,120.89327740506457,60.87016879593255,83.90859447605062,38.559285986710364,83.35105114266884,5.572123712099313,53.41396961356972,64.74199675052671,1623.0477176587326,Medium
Tomato,119.94166996790298,59.56099861295522,62.64795973549448,39.43641407959606,86.93244526666223,6.9949990848827115,60.32454226840298,34.77196848137805,1315.6806055876204,Medium
Sugarcane,147.34055321249122,69.46848036257421,88.31440679551628,36.2961481459722,84.94550778996526,5.540985056411828,89.57263555151145,21.88138058831886,859.4686774363349,Medium
Cotton,107.26637738021272,49.84353868188296,46.316204454084286,35.249468592086814,53.10593188042004,6.173148939399386,50.45029240548358,36.955200987535775,513.6305524268245,Medium
Sugarcane,150.27175739273508,67.31314606575661,91.94418163751293,36.81299879573406,53.4281158278799,6.850329576055088,92.58273744435174,62.89957425879562,1083.1526192923952,High
Cotton,88.69354486624931,48.19561911905567,49.23800718813322,39.1683556883777,92.6975965892473,6.242894929214316,34.80519554773205,78.21112315680253,1949.9333313441612,Medium
Rice,87.28203538138172,40.4758094301087,42.389467895269796,17.660294072571116,85.19638293419646,5.916906975659874,74.72975575598568,23.114401414366693,1922.7804912708727,Low
Cotton,97.00781209709477,48.06682421802937,49.86375314966409,26.117819421458393,71.7099744473127,8.45002230524268,24.160127643576303,64.2833371846082,1573.9770403125863,Medium
Cotton,99.60236366145901,45.212631696531744,49.99199371632963,39.662185039293234,55.304721345032334,6.686254810727134,68.71899964686766,72.96158838903781,1126.0874360091505,Medium
Maize,85.89532714636692,35.885144707121135,41.96309268206582,21.349618834406336,88.27306983553166,5.768698072948932,71.53641152288897,37.624246469738225,1640.4923321062065,Low
Wheat,120.02249774384262,59.514742424399685,79.55123578021733,26.10989046127701,56.680561667248995,7.6498188968800935,35.86613630264591,37.40651084397119,1148.3465892567624,High
Tomato,110.50842697723648,55.21130765005212,67.78925077642235,22.8208549381055,43.34980487793505,7.6046957968088265,0.9827552569787845,46.59686818480176,994.0689039531136,Medium
Maize,84.1749631931683,37.165367033967364,47.28062683000522,26.449080362238387,61.82341289780213,6.793631454592987,56.92979341347952,20.134973644005278,891.0631611992783,Medium
Wheat,124.70590933209985,60.38379547174607,83.89668528957962,27.968696177867734,42.81410285450117,6.198575670628283,49.20017294320827,40.165293443405815,772.6453966417913,High
Cotton,94.23133604637857,48.3097427783468,47.800705411901475,38.19364332688518,87.72361538555815,7.622861757221606,10.621382758845622,70.43202154053004,1711.9359921635285,Medium
Sugarcane,145.16738299536468,74.04584657777214,89.99888740849033,34.11940605312723,54.60566789068275,7.920320708946302,25.18067660508815,73.54351521680204,627.9025124175162,Medium
Tomato,101.28889153682363,53.90791640236656,62.81575759930286,32.291085049332956,83.72563453106588,5.9900633492294695,10.431308735188216,29.458506381178346,1815.6913428477526,Medium
Sugarcane,143.9353752877493,71.73910221329558,89.73395623871983,18.227154878561546,80.82643162036695,7.429313057853551,31.574340248403708,60.39871706221315,829.7929345534653,High
Potato,92.96878775565236,43.766338245755456,56.151808873864674,30.259401494542303,85.92355821256294,7.631054502136997,11.250313052663174,67.83482641430668,912.6483223386866,Medium
Tomato,108.80864481096874,52.51791575759272,67.91727889700621,30.072322065135882,75.98212541159572,8.494599722996853,7.496004347001306,34.49563852969264,1111.8439060573203,Medium
Sugarcane,152.43652618522498,72.1438597304236,88.24143443517602,31.254679161141333,94.03654193306863,8.23545570861834,43.91306608048505,22.59661826359613,1043.4402350003072,High
Wheat,120.70676763303466,58.67100263705553,80.53792702824663,26.590551858586245,83.13492146186942,8.34064058902307,27.5170112488068,45.867422514749215,1897.218488895021,Medium
Potato,94.65930443106322,45.460202346939724,50.61785185487067,32.062793252905,76.42276870812762,7.645966931587407,26.814322961192083,40.51845127566429,687.8768466443119,Medium
Maize,87.14566430761147,33.56658234216596,47.20052320646194,33.4206613937876,67.5572130341532,7.218281598865261,13.722714661687107,80.94799494007847,1027.8946560976651,Medium
Rice,83.21532215150212,42.446306109495396,44.10377194364431,16.21915797032851,86.40508359906417,6.814132227716151,34.23951232958596,55.52096346664947,637.0298640853338,Medium
Wheat,124.14606970413128,61.84557019234173,79.51806573657596,25.028699237294937,92.12878363079514,6.689771723158989,12.487007690592266,54.15393321354167,664.2364588316932,High
Potato,92.30769269688729,46.98585953859106,57.18934327276055,21.855322228103674,41.46346013427263,7.705685554304788,62.56499129414531,57.749139938617844,1612.5261934877346,Low
Tomato,111.60150966524273,56.329500543906136,66.9684628849239,22.645337782091598,81.75814388113473,7.359243563474698,7.741155198475058,53.33429855828423,1014.9514537936114,Medium
Tomato,111.61592741229103,57.567633719707125,67.58997116963391,32.58193069331129,85.89520390708532,5.668641716379636,74.75206367465049,75.3054292259362,929.2025636874715,Medium
Rice,89.76074243335441,41.323383867073105,44.26194897966219,34.36430207935912,51.975089482561344,7.363679591440501,4.807896848645021,51.43234807075139,521.9706909087301,Low
Wheat,120.01940308340204,63.244349837739705,77.52695932730666,18.919010716290984,77.58861783364988,7.2810538597262,75.48274583623312,40.11506746900186,1171.957484573285,Medium
Maize,76.67345460661181,34.41695737816501,44.56719115808027,38.68249998550168,51.30918182346376,7.34104956318623,22.308633452897485,55.46846322296126,1525.962694872712,Low
Cotton,86.64877001286595,53.60502371814951,51.668985441409205,27.86960587332836,68.22932775137433,5.821667182625462,42.34820092493328,49.40383934842706,1600.4642605466727,Low
Tomato,116.7332171571724,52.47757629629538,68.94562150943618,32.06677881156898,74.5803708282996,6.298304105611926,3.900642076281813,49.61184082935707,1836.4608270360557,Medium
Potato,93.86185369257599,42.824636246924655,52.896894627549436,15.17101870370909,65.68598265869579,7.556955247795598,22.627733414380703,28.567443943284157,1830.5641166704427,Low
Wheat,121.08341559482143,59.393299865045734,79.56226749652875,30.76588237457701,63.65785026532545,6.813295164964385,31.037088910812006,69.53842532927109,1904.2648462497577,High
Wheat,123.18584535350752,57.32358668899124,82.12466732484012,21.78577160690133,40.203632375782924,5.987683617794246,34.952280116939804,40.52187343508176,1687.0443786843289,Medium
Potato,102.24926759886675,42.147755262477645,55.556597958255665,20.875782470297967,75.87546120501455,6.71559142772599,59.604359547764716,26.984285920879028,525.369199882411,Medium
Wheat,119.23557940369531,58.50044631143179,77.77632355252628,17.099064086168166,82.35116756507057,7.390525254661124,98.84904844868048,42.38002216579736,592.6435794352996,Medium
Rice,87.01794296015561,41.40163645514513,44.61783853878544,24.45789017913149,44.86183319307171,6.526676574336713,98.138333424128,60.92943369184819,1124.2414196092366,Medium
Tomato,112.02167738815304,53.175410073634495,66.75104721435723,21.092705297608568,56.8242147293836,6.949403936696498,6.3183096860226495,59.724199008731,1975.6025505136367,Medium
Potato,101.82040968732508,42.24239339082955,54.60601870357137,28.369986657029813,94.79234711745514,6.923600687867323,81.60567571143235,48.08437352933015,1694.5860839295633,Medium
Wheat,115.11331220390639,61.67260360134345,79.39679573271391,31.092995158123646,55.24293935303479,6.849030931551161,34.52645520570531,31.229189156003642,1432.971185140811,Medium
Wheat,127.20972502900945,58.975251518646616,80.111727879689,26.38487263119852,68.49084418996858,5.522389421251658,42.268661965742574,66.67443047805595,1164.0405529511538,Medium
Maize,79.22455454780338,34.160193994264816,43.40209045576467,16.73269432595737,71.80201096728092,7.292897319606701,73.89304553494722,21.896042998898313,1311.8573216507452,Low
Rice,82.76533965098571,41.8816028511828,40.07060625261211,39.89112941685873,66.41009333940383,6.957656818568839,56.58517874106719,79.58914020271854,1701.2271497896254,Medium
Sugarcane,153.97128339081036,72.93364883280954,91.37800628808282,26.579985907723014,66.77555165676803,8.304679139663525,63.70858888547155,78.41340060092315,1184.7632830122993,High
Wheat,119.63420202009267,61.523380673851925,78.86705899879581,16.270064742223557,65.75653253010118,8.05938451573071,93.35804560066893,80.61914348773684,687.8450384431201,Medium
Maize,78.82577143165454,36.91510943804377,43.15278607478242,39.14591672018959,49.61317433358513,7.444090954165643,24.545446253893044,66.64148987215482,1665.2320508604216,Low
Maize,85.10846027763142,33.107244025284366,44.86294551028495,20.517476869633377,69.33195993523074,8.487980947302098,80.05361051267477,74.96673595558738,1452.8974810386212,Low
Potato,87.78197868915117,44.03418032107896,54.83456995220701,23.462671985636824,40.3900497025904,7.540752064991122,82.54398957486288,29.529539523400206,739.4995240507261,Medium
Sugarcane,151.55748034344222,68.22867547668754,90.50221319800303,18.350622357974796,46.366802543547855,8.032557687472245,13.930233870791431,53.815077432761655,555.6699799434534,Medium
Cotton,102.45039814125748,51.095311543838385,51.13261307746718,36.25331836712592,55.9032683949783,8.35678023508697,4.986014639916425,29.744101461064076,1306.3717070772714,Low
Rice,86.60478408720705,38.93498745213936,43.053922312372706,27.565752890531336,54.17781685121952,7.604090680931325,1.4372951777777643,23.218320930649078,1399.037880703704,Medium
Wheat,120.13102376387018,59.39287134946817,79.83816532467462,16.8053296333797,77.64394485881192,7.009661244575904,76.51488498612639,51.543891214011495,724.0724543396482,Low
Rice,95.65905080607712,42.22970479912542,43.98374642488397,17.09477431370654,75.36835464470164,7.787602113326605,58.49308939787217,37.30504759742267,547.0140032883,Low
Sugarcane,134.50164738608365,70.25730589590843,88.89185254553202,28.672887844828104,70.0436180071968,5.768419368431162,41.798408550691356,75.46351190686812,1784.2304329919905,High
Sugarcane,150.57271837221677,70.36154847745168,89.79925645544549,17.54729384928882,40.87561469945393,7.3485488956377925,96.08294170801884,78.68642152308976,1545.1322224031067,Medium
Rice,83.65000701303062,43.33768026109244,44.343889215629,18.170044978169003,87.6627628727527,7.280725763242893,12.711049086702397,47.79022059838128,741.2904402276469,Medium
Wheat,125.77174787382754,59.69451086437496,78.46127790254394,19.79178297075686,66.0999392587206,6.5844614494654365,35.87270195460987,54.40238412933336,1376.5938823841861,Medium
Tomato,93.62494683043272,53.364145812829065,67.41736402167061,35.7985385422013,62.19359958421161,6.499899579611575,49.19280240391293,57.230213132912084,857.5058159419955,Medium
Maize,88.17451905792467,39.78310964198292,45.7654395861141,34.32919229367397,45.84462476358177,7.8352852203442,17.053804889822587,49.07778568536567,815.6895082648014,Low
Potato,97.4309239578097,41.10125648935515,50.8992850854316,26.182568906315016,93.10348550291215,6.632045431690935,25.822681325998296,35.82535786433941,1186.646919056201,Medium
Cotton,98.3335255681922,50.36371583393682,47.65073664608485,27.231981526290078,55.734945711719334,7.6683060280323865,94.53070402516367,79.60999066553786,1375.1393227161366,Medium
Tomato,108.22439172254751,55.82964896407175,64.31684673556329,33.067089361862166,57.55739137824037,8.217735013703942,12.663712551837436,31.603786302718916,1239.5451877382034,Medium
Wheat,119.68675888939089,60.48248049681346,80.16901029138573,21.743561646844178,78.63192965943293,7.4767054197245715,98.91253191087334,37.22807368160342,1508.089253992603,High
Maize,83.91190909914259,34.66746221255924,47.19630605547348,36.632363980025616,73.15655092176,7.682609281690429,11.515578740287037,58.228194255410564,1500.4485552307726,Low
Tomato,111.2389359052604,58.20259666355518,64.60303108296988,38.32982292622546,75.05713646650719,7.9054776996265455,46.637459450454855,43.50829540767778,662.6005590749342,Low
Tomato,111.60688159540729,54.04292339915409,66.03812444720985,19.334901655152983,79.86328362271124,7.016061004713478,67.99717100893763,33.18675643442525,1618.4424987807529,Medium
Potato,95.65345012232191,44.7169484932661,54.048409111990196,21.224422479034125,60.47689042151762,6.263991297669886,48.8950926438452,46.48151228805455,1979.8542361689897,Low
Tomato,103.31857955707514,57.02487687365899,61.47575172191187,24.234779111377843,48.774697617863296,8.156678330756893,1.001041055913643,77.35659711884625,1357.518317524608,Medium
Wheat,124.34331521177857,56.63331061085434,79.36959414767304,39.252922160460805,41.20899981452926,7.908092216008065,78.8035149575022,39.31891739993124,703.4399240109701,Medium
Wheat,120.2677031530775,61.943219126502775,81.73283517090911,38.166638847171754,66.60299527307366,6.446660423329333,78.89451239349268,64.31605735624956,1833.1287256254086,Medium
Tomato,101.5574740596575,52.75990515506025,66.34182249655375,18.8353220597272,60.16031530585744,6.6200594830954955,15.141044393608505,71.89947782832738,1560.842492503135,Medium
Cotton,97.67465275468213,52.38373701261733,50.09747830805753,27.332020683464002,40.21779686566785,7.003488194372471,38.37724579774092,83.18515680584622,738.7386259907447,Low
Cotton,104.45261088822734,50.73181867582966,50.195827475217285,33.51273803045797,81.63097648198575,7.320148605910012,16.678733518367416,71.83233600620818,1580.1670002724186,Medium
Cotton,104.77968737882182,50.2773052509457,48.04724070295984,17.890140265287805,61.374702008390656,5.611665113707987,91.76006962619002,63.75223762809436,1986.1232140898283,Low
Wheat,129.68777150981168,54.68304713629158,79.66521732158911,37.575696837320294,42.796938299970165,8.09067040899493,34.094780164260975,78.46832973126014,1911.319859512227,Medium
Wheat,131.02764784132708,62.398673561856505,77.48186874813851,24.11416068799661,86.40242913157377,6.084828306910479,82.68678471733621,56.57260248867826,1643.2812667911232,High
Maize,79.96916543792435,30.796591343780396,43.294915513881946,22.5736291972521,80.95283367796918,8.393296538703943,71.78705805519286,84.52066064943656,1547.506956919104,Low
Maize,81.72156140269279,34.52857751028667,43.121073516028034,34.57309035643931,64.34601665432382,6.955800227027865,77.79094067485369,44.85361651900581,1164.6910179843717,Medium
Maize,90.43551181007871,35.63048985314171,44.916781378013354,33.21056218248596,57.40500170934017,6.526559217275972,19.446351918231375,56.526627149560554,971.8462263910478,Medium
Tomato,110.42053243944245,54.32958549348116,71.02942341860442,23.98559567077043,44.481064374211805,6.080017700836157,95.07447132126717,46.565471547610706,1200.0247337462963,Medium
Rice,82.71187756689712,40.57668084521771,41.28435794364276,18.14264766280289,62.79387258325823,7.7873335658173,90.03122395744909,63.21316939655761,657.8293328572546,Low
Cotton,105.24241325525296,50.97554964216867,48.53153335605793,21.841659623036442,93.90030047582493,7.288775725698106,70.97370848010203,20.478258925651946,1277.3085982737812,Medium
Maize,88.93661252823262,35.259079278412095,45.08556580424864,26.4551201313054,91.97594018366718,7.520829495990085,6.489927953840946,50.27216254838734,860.3675276964559,Medium
Tomato,103.18321871059875,56.45175644110743,66.04242915671871,27.587837782449917,43.30597058431177,8.247804887533462,61.5451420384406,32.52492115504292,1409.5791754745792,Medium
Sugarcane,153.6550031339274,71.0768699144329,91.43146848234169,15.696026281564658,53.56610457646278,6.878844255198779,62.85039000835678,56.22136916569669,1613.9539845225358,High
Tomato,108.67307300447612,57.41564406924086,67.6145571941995,30.843852179758407,47.72790167097263,6.828853032243798,56.143837793312436,75.18784434660878,1165.4686231978585,High
Cotton,102.145890599375,51.663275117903154,49.55673022685839,36.834027946035945,43.28692507981114,8.165797841311457,32.90737794607279,40.44819617191432,1268.132865047996,Low
Rice,86.06622436448886,43.3382479820586,41.85726048142453,18.140390328905898,57.10538520189881,8.157766343330275,77.4928472305955,67.79132905994157,1696.005208474944,Low
Sugarcane,149.89719721324747,70.57836734623746,87.64215301740334,38.68912815810107,82.17668937997752,6.304861601283318,59.08045335179158,66.89419521212218,1911.918393360197,Medium
Rice,97.71848880496206,42.17077722026992,46.48475216940508,17.8685489584548,46.93757119088836,7.088600845067372,26.886154497900662,21.367398659930462,1584.2588058503184,Medium
Maize,82.99760253596581,34.32099271706023,41.580525851802136,30.098011091555684,42.72764295210474,5.784042971514385,3.2856697740396346,52.44603916207301,1400.9099437807738,Low
Sugarcane,143.04020809524135,73.40820415611823,89.76978061215353,21.630713062566866,77.73501346689179,8.346371493075754,26.804718737863777,72.74528604485931,583.0397254076142,Medium
Cotton,93.44062988409881,48.42322777226199,49.46387815701578,34.91129423844524,70.08846450051432,7.449856294497668,75.37682020450524,60.43059727258374,1310.1189828832935,Low
Cotton,101.23360694349303,48.00940661241898,54.67825790313782,15.25117452637079,50.71622704104502,6.9739912957363925,95.05035615891349,44.93458762308529,1136.558039080452,Medium
Rice,88.62180616972437,41.71681390379262,40.99666697275815,24.716868766773764,64.40357958663174,8.173941806819368,41.13302903312368,29.43962629449119,1286.4724075101815,Medium
Tomato,108.6313537391662,54.97145929410122,65.29919591503757,36.362885897768734,77.57465597819,5.656998571901989,78.28486179866574,74.95820270463642,1698.6232186579316,Medium
Potato,96.82747601545557,46.98584508703781,53.415747147229325,28.42708638975259,80.54705729642177,7.381942411030788,47.16987668912095,82.38594611845146,1514.236000180168,Medium
Tomato,107.87550455398596,57.116044776231625,65.38326392413478,37.540780737159004,90.94061425280447,5.527294543842328,7.541217599278827,36.273317422105606,1503.9731245452526,Medium
Tomato,110.67554033567032,54.44756400799915,65.64086358589353,28.973831006759426,58.50165478716002,7.057065080735667,97.92632914045163,65.26355811464698,1507.9642068905769,High
Sugarcane,149.079270921584,67.73964254103063,90.54602143498877,29.64135838571998,40.467256823396525,7.783017948848666,71.30142918617408,43.808615103423946,579.4039033532274,Medium
Tomato,113.14384289545356,54.28525780716681,68.38080101626083,25.08410762565883,77.20596789208261,6.069798298691078,81.87468103841915,27.584792795833486,1484.002031979664,High
Potato,102.76900250543841,41.00983906717053,55.92010868289289,21.76709010754328,60.377029038273285,7.206764217534149,88.17089696385847,81.22386317192732,1609.3448721669022,Medium
Cotton,85.57922782118833,50.16840201667874,52.522927969732365,22.17466998678858,53.74381835369951,6.56874968381134,17.7215056878792,65.18278803647488,1424.3609739959184,Low
Rice,85.7678284927051,43.85134441900544,42.3384502079539,38.01891127636834,71.98738608173655,7.100440626234349,59.63935996924615,43.79183727352349,1710.660530479269,Low
Rice,81.54994724965532,41.646355448452994,41.733429629307714,17.16871588753454,73.29944669179383,5.671284281529652,67.28258885580843,54.47757432127077,1494.1785991154952,Low
Rice,90.15373791543749,37.34111669775485,41.851235099074124,25.159160131936538,66.67901000284824,7.122481191914619,81.83606413952167,31.1590826778091,1711.7471777399335,Medium
Maize,91.26933444411874,33.40912410472607,47.58837069932457,28.733159129650375,91.13854474467766,8.343590325997207,6.930450601874871,49.666873581307584,1414.5335918743522,Low
Tomato,109.49002641682034,53.31513473974735,66.50174555880267,27.364926319093968,89.21111639572156,6.303005311582893,41.05986972382666,78.40879918698306,1844.3850747073684,High
Potato,94.17299678923236,46.87887803893516,54.44080342651037,25.218594070213197,63.590542772154066,7.256683880492341,52.117372491353755,29.735513559258674,598.3686089699545,Low
Tomato,113.05996315957245,51.54865149324979,61.05065821082579,33.66130322142785,89.14304842663248,7.770367668707191,33.200070211767915,68.388740909441,727.9702737110767,Medium
Sugarcane,154.40225097052823,67.34291064376721,90.52737897413898,30.18679384771423,68.77369004432904,8.123425309850926,4.3433357235637455,36.96684544983013,1813.643808288733,High
Maize,82.95099378103234,36.56671742104806,42.0590208975375,28.58711071457536,44.00049439774581,7.870394121178325,21.778080176756852,64.00745796733067,1704.8181848661397,Low
Wheat,124.1135868725022,62.448763340235125,82.24169688729562,22.3675342471382,71.41671047633345,7.736193217424619,37.89559098125076,39.67989449513263,1189.019015259234,Medium
Rice,86.75563500316157,43.6636552442906,41.42451967820874,23.480933513221675,67.40092957589269,6.816003316094727,21.827319878149375,28.479341646335172,518.8667187292931,Low
Sugarcane,149.3548294243511,68.29667565133121,88.4820586021933,34.306688920937646,44.15398973142378,7.982743652442107,42.76690858241691,58.74415552153868,634.4783468535185,Medium
Sugarcane,150.17709945891218,69.31175452687434,89.83356625953202,15.102655072436212,40.605734708458414,6.749908112241251,15.500866741675456,63.189292711061874,1563.1988973592308,High
Tomato,110.87587474654501,53.06944732080088,64.85683305679501,39.86410641711312,77.3544434745896,5.722224721631343,99.28321316819753,46.513125390712375,931.1038007682238,Medium
Sugarcane,162.84753076217967,71.07776211205132,89.15857753881626,37.87917844936388,65.58629882169191,5.689564837823548,59.81874999385286,59.11871266114811,596.7511380298427,Medium
Wheat,118.26406752443869,61.54160443997594,77.89232900927131,25.745781437825066,55.79917321823872,7.710383706130591,45.341623062426805,84.30319643191503,582.1174733893927,Medium
Wheat,127.55540097567565,55.732728316682355,76.91737624384578,25.000740899657284,82.80865759871573,8.323644082362057,86.18803311182572,56.678427612673076,1115.43920441592,Medium
Wheat,115.85445409682977,56.79049002417806,79.30239369025405,22.13949040596591,92.88862932399458,6.438533884017004,9.804453811093982,54.24311579327687,585.6486176677646,Low
Maize,77.78156631636217,37.73937032472057,47.92497141695919,35.45260420804371,92.68516416436066,7.972803957768623,56.48414367174266,31.67770277939499,649.6453365542636,Low
Potato,89.51889837565717,44.864257236601034,55.86326325927519,27.055630758433164,68.61779944052621,8.425733605851876,96.57704438842872,33.99248797607923,1716.6568494579772,Medium
Wheat,114.66658648347068,60.099972070713356,79.33529105296208,23.079856246434435,91.43372148071415,6.589967716258672,39.02879086631364,26.895965674839097,1505.669997923764,High
Maize,83.22441717278446,32.400724660275166,49.354105294976755,16.793383593685625,52.471723957028374,8.294471160756778,90.84101072685695,70.78389208137,529.1018684273231,Low
Potato,103.66881345760771,45.12028935456603,52.44167716929134,36.820755853833006,84.80108666624265,6.201768462338155,20.063209014657346,66.48389049272642,972.4280928781392,Low
Wheat,122.67182449318192,60.18218721251183,78.29692004044136,30.50003333693521,58.71226469481914,8.067775568773893,43.467814831647026,32.53457458124596,786.6584340367174,Medium
Wheat,124.39091207485153,58.459347869564695,78.73157361262895,26.637174310992485,91.8757717331398,8.295194274261474,20.68718754222878,43.284237680799734,724.0990826806585,Medium
Wheat,120.71454693819086,64.26354016412432,82.51895942461138,33.89715948919541,66.58712300876523,5.834907788188184,11.540295931440813,72.1000649467399,1294.0859320213003,Medium
Rice,86.5697512148241,40.765575506704074,43.214114905984594,21.562757262079142,42.87909481372222,6.192937931584191,80.19139528361265,75.34679680702553,1224.599367789954,Low
Tomato,111.04239099899307,56.19930093382645,67.73699540260992,31.80817024984103,69.2160575750778,5.796620027987954,81.21795872927515,76.2915073942406,758.2530328289737,Medium
Cotton,109.9961984816675,52.27995022900102,49.79688359265489,31.22884912077182,78.39388005218709,7.414419707548808,32.05632243609246,26.078808033864117,1140.6686696290012,Medium
Maize,84.60742349582497,33.70883891498621,45.18471367352802,24.568229782944282,81.64540158250833,6.41694549050855,59.29827009674321,54.94942891408153,507.06863828336174,Low
Potato,102.57722404176124,45.76346833792502,54.25326314999383,37.06237762670341,41.106694701919075,7.758181413477928,47.37732925144229,49.040190324574446,510.64479874233075,Low
Cotton,101.50223029881388,51.64846005137214,46.695806410656544,24.377485132958746,67.99179795551075,6.457131789618423,96.89678620822997,80.65004744929942,1806.0072023214811,Medium
Cotton,107.03615005691817,47.582818951515314,47.1774899896606,30.042165215511627,43.33756879228753,6.740027379613577,54.661493966367104,48.34305331770764,1623.0082628764862,Medium
Rice,85.50480468939027,41.28364319172451,43.20791935792709,33.02806890286916,59.39801160933541,6.477106634733107,47.257585304385564,77.03147745068455,560.4219601009705,Medium
Sugarcane,146.06596671551807,68.43100785522093,93.5985020913724,37.78942218157631,59.009109289543424,7.364521933414252,3.879945472888746,32.14021433502341,1746.8687076349138,High
Potato,90.38713863820648,48.10791781782571,57.000253447565,17.53190309577516,77.17409425566159,6.246176181371874,1.5498241826190307,30.83967747672498,1409.9922946638017,Low
Potato,100.59316167077105,45.026086748753904,54.641497949286176,23.910118396241618,81.12085035107378,7.152071634084384,81.67933695743474,82.37348959460022,1688.9937151274255,Medium
Potato,92.11192891067549,44.98327577775188,54.94289603092864,18.80570534792167,76.66898704680511,6.352864867286378,58.57782709310476,58.139914009898426,1168.5947313543038,Medium
Cotton,103.00393857834219,46.904253077953825,49.23514808373401,38.31928199765237,44.30798803320702,7.564656758223208,78.50068362082621,71.69371018809947,703.2417783932672,Medium
Maize,85.37788186335018,37.097728283750726,44.94156718829203,27.261227418398747,46.58607336752925,7.907968732456659,24.69654124670625,78.47481180920047,1866.236330495594,Medium
Potato,105.0903869135891,45.46107425565661,54.10610454483467,30.02392987493743,41.88638457168214,6.992698250166177,15.48426816202274,31.889990187535506,1047.5713500389024,Medium
Cotton,103.22101305348079,48.82567280042937,50.38882041656523,15.224966432081395,54.179598071283564,6.720467942195395,46.00641167475617,39.349119306554186,549.421802368295,Medium
Tomato,115.9307273702115,58.08064795963977,63.89364550930546,17.27338624782603,90.77730608418757,7.567837963677512,12.710261377074039,43.18700600507891,1388.7244908523946,Medium
Sugarcane,152.25707044047317,71.98064305806466,89.70580329561116,31.602516778697275,69.04260969520897,8.408324407396771,72.39891642356915,33.78291520989334,657.6463253204574,Medium
Maize,85.3838147516536,32.231153691283126,45.36759874598686,29.297438061473844,89.9104746990534,5.867444250550892,53.40361132046566,77.16507507827299,1115.0356801126145,Low
Sugarcane,143.52866339212696,69.83173751895059,90.63833355295655,28.853154083956856,68.99310118645494,7.791889588976854,0.5078812975727209,79.65431177128545,796.1732256366976,High
Potato,90.94553031899875,45.73362808657088,53.51901978733568,38.33982859253129,79.59777466532137,7.761441138935107,21.905917305988332,48.79759848128545,1426.7197918839297,Medium
Cotton,93.9360546344078,51.44776273095856,51.65844186253691,29.607993294067725,67.9690087475465,6.455355900417413,73.09280359330333,38.7016982418519,1605.595276466263,Medium
Sugarcane,158.86303334157105,67.55638581367307,92.14439343187698,16.299152453279508,87.28612931267868,6.874759944295144,26.241608169621443,35.7146929861793,1224.5211692659257,High
Cotton,105.47058729542168,48.906847375507084,48.47292546671705,39.0472059681427,75.8931108368492,6.8682985799877745,39.77733515310396,41.10584672678716,1972.1713931436939,Medium
Tomato,113.4696161659563,56.4331786795193,61.53947453903131,27.548389519521514,73.27891893907591,7.179671595537356,48.64050355361782,52.82063226581101,764.6178656418292,High
Potato,93.3665369007124,46.06602286934478,54.61870812810266,21.627229218800903,80.38704939407091,7.407818730224301,87.49876880526514,25.377989726659653,1872.6250000371122,Low
Maize,82.11699111628515,33.52408288734997,41.567033646511106,34.86657230994723,65.09742513030292,6.012304780010011,26.72098954860741,53.09237003718893,721.1808761392024,Low
Cotton,102.21164155499497,50.090885464664446,53.064730661698256,39.19924491924888,54.035022582582684,8.075410757794788,54.639046721173614,57.0159734530957,1014.7607858109253,Low
Maize,84.872529357074,34.565682385726284,45.11674058163579,23.463850685926282,66.03892134767268,7.339511082229351,86.88010958178202,63.02360247067536,1151.073302717271,Low
Sugarcane,140.9834137315564,70.53446390169752,90.25725738130886,36.56926943648064,48.95964599625667,7.9372409728717015,85.33957335369416,79.43212877332144,897.9276336290786,Medium
Sugarcane,143.34985729501875,73.25175061108344,88.6800472300211,35.42501208744076,62.483615949914494,6.4803192944651355,74.48653584662796,25.17750529532749,572.8440849434926,High
